MOT;Occurence;Frequence
peintre;5;1.6302044276352254E-4
déclare;15;4.890613282905676E-4
révélation;4;1.3041635421081805E-4
déclara;7;2.2822861986893157E-4
déroutants;2;6.520817710540902E-5
survenue;3;9.781226565811353E-5
débarquai;2;6.520817710540902E-5
furieuses;2;6.520817710540902E-5
identique;5;1.6302044276352254E-4
poussèrent;3;9.781226565811353E-5
normale;6;1.9562453131622705E-4
horizontal;2;6.520817710540902E-5
parfaitement;4;1.3041635421081805E-4
jour;69;0.002249682110136611
fantastiques;10;3.2604088552704507E-4
cinquième;2;6.520817710540902E-5
poursuivant;3;9.781226565811353E-5
fragments;6;1.9562453131622705E-4
quête;4;1.3041635421081805E-4
extrême;7;2.2822861986893157E-4
insisté;3;9.781226565811353E-5
heure;5;1.6302044276352254E-4
justifié;2;6.520817710540902E-5
joué;3;9.781226565811353E-5
entière;3;9.781226565811353E-5
reprendre;3;9.781226565811353E-5
tobey;10;3.2604088552704507E-4
légende;6;1.9562453131622705E-4
extraits;3;9.781226565811353E-5
récitants);3;9.781226565811353E-5
sauront;3;9.781226565811353E-5
océan;8;2.608327084216361E-4
farouches;2;6.520817710540902E-5
contexte;2;6.520817710540902E-5
glissa;6;1.9562453131622705E-4
vaut;3;9.781226565811353E-5
degrés;4;1.3041635421081805E-4
vertes;4;1.3041635421081805E-4
incohérents;3;9.781226565811353E-5
faute;2;6.520817710540902E-5
corpulente;3;9.781226565811353E-5
remarquer;2;6.520817710540902E-5
idée;12;3.912490626324541E-4
tartare;5;1.6302044276352254E-4
énormes;3;9.781226565811353E-5
tuer;11;3.586449740797496E-4
tués;4;1.3041635421081805E-4
figure;12;3.912490626324541E-4
moururent;4;1.3041635421081805E-4
gagner;2;6.520817710540902E-5
linteau;6;1.9562453131622705E-4
délibérations;4;1.3041635421081805E-4
problèmes;9;2.934367969743406E-4
contours;10;3.2604088552704507E-4
frayeur;3;9.781226565811353E-5
profondément;20;6.520817710540901E-4
motifs;4;1.3041635421081805E-4
transmis;3;9.781226565811353E-5
souvenirs;9;2.934367969743406E-4
rejeton;2;6.520817710540902E-5
archéologues;3;9.781226565811353E-5
improvisés;2;6.520817710540902E-5
gélatineuse;8;2.608327084216361E-4
aborder;4;1.3041635421081805E-4
rivage;5;1.6302044276352254E-4
atroces;2;6.520817710540902E-5
inquiétés;3;9.781226565811353E-5
hésitant;4;1.3041635421081805E-4
apportait;3;9.781226565811353E-5
habitaient;2;6.520817710540902E-5
seconde;9;2.934367969743406E-4
étant;8;2.608327084216361E-4
guide;7;2.2822861986893157E-4
distorsion;3;9.781226565811353E-5
spectacle;6;1.9562453131622705E-4
tremblants;4;1.3041635421081805E-4
vivre;11;3.586449740797496E-4
raison;30;9.781226565811353E-4
effrayant;4;1.3041635421081805E-4
malheureusement;6;1.9562453131622705E-4
parachèvera;2;6.520817710540902E-5
ténébreux;2;6.520817710540902E-5
intact;2;6.520817710540902E-5
invocation;5;1.6302044276352254E-4
mentionnaient;5;1.6302044276352254E-4
servait;2;6.520817710540902E-5
écailleuses;4;1.3041635421081805E-4
péremptoire;2;6.520817710540902E-5
entendis;2;6.520817710540902E-5
plastique;2;6.520817710540902E-5
minces;2;6.520817710540902E-5
entrevue;4;1.3041635421081805E-4
arrêtés;7;2.2822861986893157E-4
éparses;5;1.6302044276352254E-4
aliénait;3;9.781226565811353E-5
aurore;4;1.3041635421081805E-4
perceptible;2;6.520817710540902E-5
espagnol;5;1.6302044276352254E-4
gluantes;2;6.520817710540902E-5
étale;2;6.520817710540902E-5
passait;8;2.608327084216361E-4
rideau;4;1.3041635421081805E-4
échos;2;6.520817710540902E-5
glacer;7;2.2822861986893157E-4
mortel;2;6.520817710540902E-5
place;20;6.520817710540901E-4
hurlements;13;4.238531511851586E-4
hideuse;28;9.129144794757263E-4
accompagnait;3;9.781226565811353E-5
humides;5;1.6302044276352254E-4
violente;9;2.934367969743406E-4
abîmes;7;2.2822861986893157E-4
algues;9;2.934367969743406E-4
site;2;6.520817710540902E-5
émotion;5;1.6302044276352254E-4
attroupèrent;3;9.781226565811353E-5
éléments;11;3.586449740797496E-4
conservateur;10;3.2604088552704507E-4
queue;4;1.3041635421081805E-4
parle;15;4.890613282905676E-4
montrait;4;1.3041635421081805E-4
passage;6;1.9562453131622705E-4
peinture;4;1.3041635421081805E-4
pleinement;2;6.520817710540902E-5
quitta;3;9.781226565811353E-5
envahi;3;9.781226565811353E-5
entrailles;6;1.9562453131622705E-4
générale;7;2.2822861986893157E-4
excitation;4;1.3041635421081805E-4
divers;10;3.2604088552704507E-4
rêveurs;3;9.781226565811353E-5
incursions;2;6.520817710540902E-5
nouvelle-angleterre;6;1.9562453131622705E-4
sournoise;2;6.520817710540902E-5
cerné;2;6.520817710540902E-5
naufrage;5;1.6302044276352254E-4
tas;3;9.781226565811353E-5
naturel;4;1.3041635421081805E-4
destinés;3;9.781226565811353E-5
étouffé;6;1.9562453131622705E-4
venimeux;2;6.520817710540902E-5
posée;3;9.781226565811353E-5
stupéfiante;4;1.3041635421081805E-4
compétences;2;6.520817710540902E-5
choisis;4;1.3041635421081805E-4
maillon;2;6.520817710540902E-5
particulière;10;3.2604088552704507E-4
accueillie;2;6.520817710540902E-5
webb;36;0.0011737471878973623
impressionnables;2;6.520817710540902E-5
suggéré;4;1.3041635421081805E-4
files;3;9.781226565811353E-5
regarda;3;9.781226565811353E-5
accepter;3;9.781226565811353E-5
concevoir;9;2.934367969743406E-4
abdul;5;1.6302044276352254E-4
réflexion;4;1.3041635421081805E-4
suivants;2;6.520817710540902E-5
ressemblait;6;1.9562453131622705E-4
répandaient;2;6.520817710540902E-5
sectes;2;6.520817710540902E-5
vertu;2;6.520817710540902E-5
couronnée;4;1.3041635421081805E-4
sait;12;3.912490626324541E-4
verts;3;9.781226565811353E-5
recouvert;2;6.520817710540902E-5
sais;11;3.586449740797496E-4
langues;6;1.9562453131622705E-4
consulté;2;6.520817710540902E-5
paris;5;1.6302044276352254E-4
cap;4;1.3041635421081805E-4
cas;32;0.0010433308336865444
paroles;3;9.781226565811353E-5
étendue;5;1.6302044276352254E-4
disaient;5;1.6302044276352254E-4
atlantide;3;9.781226565811353E-5
couronnés;2;6.520817710540902E-5
demandant;4;1.3041635421081805E-4
horde;9;2.934367969743406E-4
prisonniers;34;0.0011085390107919532
arrière-salle;3;9.781226565811353E-5
cabine;13;4.238531511851586E-4
harold;3;9.781226565811353E-5
inculte;2;6.520817710540902E-5
tromper;2;6.520817710540902E-5
théosophes;20;6.520817710540901E-4
sismique;2;6.520817710540902E-5
surgissaient;4;1.3041635421081805E-4
parfaite;6;1.9562453131622705E-4
abhorrée;4;1.3041635421081805E-4
fiévreux;5;1.6302044276352254E-4
commentaires;4;1.3041635421081805E-4
verte;9;2.934367969743406E-4
superstitions;5;1.6302044276352254E-4
bas-reliefs;5;1.6302044276352254E-4
animaux;4;1.3041635421081805E-4
